State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
3400,08/10/2021,18.1,9.36,26.4,32.1,14,19.3,-0.0718,24,33.5
3600,08/10/2021,15.4,7.56,-2.42,22.1,15.8,8.71,-21.1,20.2,23.9
4400,08/10/2021,22.3,-4.6,-12.3,16.1,18,42.4,151,16,14.1
900,08/11/2021,9.12,6.08,0.113,23.1,20.6,-9.74,-36,20.8,21
2500,08/11/2021,13.1,10.9,16.5,19,17.5,19.6,-15.5,15.8,13.8
3400,08/11/2021,18,9.83,25,29.9,14,19.1,-0.711,23.7,32.9
3600,08/11/2021,15,6.8,-4.66,20.7,15.8,9.11,-21.7,19.6,22.7
4400,08/11/2021,19,-5.61,-7.3,11.8,18.6,12.6,120,16.1,13.9
900,08/12/2021,10.4,9.39,3.18,21.9,22.3,-2.54,-38.4,20.6,19.7
2500,08/12/2021,12.2,10.9,17.5,15.8,18.8,11.1,-16.8,14.3,9.28
3400,08/12/2021,18.2,10.3,27.5,28.6,14.6,15.4,-2.66,23.3,31.6
3600,08/12/2021,15.7,8.41,-3.74,19.6,16.6,9.01,-21.1,19.6,22
4400,08/12/2021,12.4,-6.01,-11,7.13,12.4,3.38,130,2.44,-6.62
900,08/13/2021,9.94,10.7,0.787,19.2,24.3,-0.76,-38.9,20.7,18.5
2500,08/13/2021,10.6,10.7,16,14.1,18.8,5.26,-21.1,12.7,5.83
3400,08/13/2021,18.1,11.1,27,27.2,15.3,13.7,-5.14,22.8,30
3600,08/13/2021,15.6,8.57,-4.32,19.3,15.6,9.11,-19.1,19.4,22.5
4400,08/13/2021,20.6,-4.51,-5.95,7.84,12.8,-5.83,77,5.91,-0.158
900,08/14/2021,11.7,12.5,-0.0286,19.2,26.3,0.393,-38.1,21.2,18.1
2500,08/14/2021,12.4,10,11.5,18.9,18.3,1.96,-25.4,18,17.5
3400,08/14/2021,17.9,12.4,23.1,27,15.5,12.6,-6.53,22.9,29.8
3600,08/14/2021,15.2,9.02,-3.46,21.2,16.3,9.36,-18.8,20.1,23.3
4400,08/14/2021,20.4,-2.99,-8.59,-5.18,9.6,-15,68.8,0.364,-7.17
900,08/15/2021,12.1,13,-2.31,19.3,27.2,8.37,-38.7,20.1,15.8
2500,08/15/2021,12.3,10.1,5.73,20.4,18.9,2.1,-28.3,20,20.9
3400,08/15/2021,17.4,13.8,23.4,25.7,16,10.2,-8,22.5,28.5
3600,08/15/2021,14.7,10.2,-4.59,20.9,15.9,6.92,-18.3,20.4,24.1
4400,08/15/2021,20.1,-0.58,-4.99,-7.33,8.48,-24.2,48.5,-0.107,-6.65
900,08/16/2021,11.7,12.4,1.49,20,26.7,5.96,-39.5,18.8,14
2500,08/16/2021,14.9,11,5.86,23.6,20,-1.24,-29.2,25.8,31.4
3400,08/16/2021,17.4,14.1,23.7,25.6,16.1,7.68,-8.04,22.1,27.7
3600,08/16/2021,13.8,9.67,-6.57,19.3,15,9.64,-19,19.5,23.1
4400,08/16/2021,15.8,-1.49,-5.66,-11.8,7,-18.8,12.4,-1.94,-8.82
900,08/17/2021,10.5,13,1.6,18.2,27.5,8.08,-40.3,18.4,12.9
2500,08/17/2021,14,11.2,5.49,23,18.8,-3.56,-32,21.5,22.6
3400,08/17/2021,17.8,14.1,24.3,24.4,16.6,7.03,-8.78,22.7,28.2
3600,08/17/2021,13.2,9.41,-6.14,18.9,14.2,8.56,-19.4,19,22.9
4400,08/17/2021,12.4,-4.06,-5.88,-11.8,6.48,-14.2,-12.2,-1.87,-8.47
900,08/18/2021,11.2,12.3,2.12,16.8,26.5,5.75,-43.1,18,12.8
2500,08/18/2021,13.9,11.8,-0.55,19.6,19.5,1.59,-30.9,20,18.7
3400,08/18/2021,18,14.2,26.2,24.7,16.8,9.19,-9.98,22.9,28.5
3600,08/18/2021,13.2,9.83,-4.21,19.4,14.5,10.1,-20.5,19.2,23
4400,08/18/2021,14.7,-2.14,-0.0731,-10.8,8.06,-8.07,-10.2,-1.59,-9.41
900,08/19/2021,10.6,10.3,-4.26,15.7,23.9,6.61,-40.4,17.4,13.4
2500,08/19/2021,15.3,12.1,0.673,19.9,18.1,6.64,-32.1,21.5,23.1
3400,08/19/2021,18.1,13.9,24.4,25.4,17,14.5,-12.1,23.6,29.6
3600,08/19/2021,13.4,9.53,-5.98,19.7,14.6,13.3,-17.5,19.8,24
4400,08/19/2021,17.3,0.276,3.43,-4.73,1.73,-11.6,-22.5,6.06,11.1
900,08/20/2021,12.9,9.89,-6.33,18.4,25.6,3.94,-35.5,21.1,18.3
2500,08/20/2021,18.3,11.5,-0.937,23.8,20.2,11,-31.5,26,29.9
3400,08/20/2021,17.7,13.2,25.4,25.9,16.5,14.1,-12.4,23.6,30
3600,08/20/2021,13.7,9.74,-8.04,20.5,16.7,17.2,-19.3,20.8,24.1
4400,08/20/2021,14.6,0.157,-5.89,-3.64,7.97,2.15,58.3,9.76,12
900,08/21/2021,16.1,8.61,-5.64,19.7,32.7,6.98,-34.7,26.9,23.2
2500,08/21/2021,18.2,11.8,7.55,21.6,26.4,9.18,-32,25.5,24.2
3400,08/21/2021,17.9,11.5,28.1,27.1,17,16.9,-11.3,23.4,29.3
3600,08/21/2021,15.5,9.4,-7.73,21.3,19.7,19.3,-19.3,23.3,26.3
4400,08/21/2021,16.6,-3.72,-20,8.4,16.1,16.4,65.5,18.4,21
900,08/22/2021,13,2.01,-12.3,13.7,23.7,5.4,-32.3,20.8,18.9
2500,08/22/2021,17.3,9.01,5.04,20.3,22.2,16.9,-30.9,22.3,22.4
3400,08/22/2021,18.3,9.37,28.7,27.5,15.2,19.6,-11.4,22.5,29.3
3600,08/22/2021,15.5,7.05,-9.49,18.6,17.7,24.1,-17.7,21.6,24.7
4400,08/22/2021,8.98,-14.3,-35.4,3.9,12.3,12.4,1.4,12.6,13.1
900,08/23/2021,13.8,-0.0501,-19.8,11.8,23.4,5.61,-31.2,22.4,21.6
2500,08/23/2021,15.1,6.18,1.26,17.3,19.6,18.3,-31.2,17.9,16.4
3400,08/23/2021,17.8,7.91,26.3,27.6,15.8,20.4,-13.8,23.3,30.3
3600,08/23/2021,15.3,7.47,-12.1,18.8,17.8,24,-18.2,21.9,25.2
4400,08/23/2021,8.17,-19.3,-39.3,3.94,8.5,4.03,14.2,15.3,22.9
900,08/24/2021,13.8,-1.98,-21,11.3,19.9,7.53,-31.3,19.8,19.5
2500,08/24/2021,16.2,6.97,1.6,17.8,19.8,20.5,-31.1,21.1,21.6
3400,08/24/2021,17.2,6.98,24.3,29,15.6,20.4,-15.2,23.2,30.1
3600,08/24/2021,15.8,7.79,-15,19.9,18.6,23.9,-18.1,23.2,27
4400,08/24/2021,4.75,-13,-50.1,3.89,8.05,-3.88,-8.3,13.8,19.9
900,08/25/2021,13.3,-2.2,-21.4,9.88,16.9,11.4,-29.6,17.5,17.6
2500,08/25/2021,16.9,6.81,6.93,19.8,17.7,19.7,-32.7,22.6,26.5
3400,08/25/2021,16.7,6.59,26.5,27.2,15,18.1,-16.8,21.9,28.3
3600,08/25/2021,15.3,7.26,-15.9,18.6,17.7,22.1,-17.1,22.6,26.7
4400,08/25/2021,1.6,-17.4,-51.2,3.28,5.94,-20.5,-25.7,12.2,18.7
900,08/26/2021,13.7,-2.81,-18.4,9.13,17.4,11,-30.7,17.9,18
2500,08/26/2021,16.7,6.96,4.84,20.3,19.2,18.4,-31.9,23.6,27.1
3400,08/26/2021,17,7.11,27.8,26.6,14.9,15.1,-14,21.6,27.8
3600,08/26/2021,15,6.14,-14.7,19.2,17.3,22.5,-19.1,22.4,26.5
4400,08/26/2021,0.962,-15.4,-48.7,-8.09,14.3,-8.92,-21.8,12.3,10.6
900,08/27/2021,12.3,-2.59,-20.6,7.58,14.4,11.9,-33,14.8,14.9
2500,08/27/2021,14.8,7.12,8.98,16.7,16.8,22.9,-32.7,19.3,21.3
3400,08/27/2021,17.4,7.31,26.9,26.7,15.2,17.2,-13.8,22.2,28.7
3600,08/27/2021,14.4,5.74,-12.1,17.8,16,19.4,-17.5,21.2,25.5
4400,08/27/2021,-3.08,-16.6,-54.8,-7.42,6.83,-12.2,-66,9.11,11.1
900,08/28/2021,9.44,-2.7,-20.6,7.72,6.86,13.4,-33.1,11.1,13.6
2500,08/28/2021,13.6,8.15,9.72,18.3,11.8,27.4,-29.5,15.5,18.8
3400,08/28/2021,17.2,8.02,25.6,27.7,14.6,16.9,-15,22.8,30.3
3600,08/28/2021,13.4,6.5,-11.9,18.1,12.2,20,-17.8,19.2,25
4400,08/28/2021,-3.7,-14.7,-50.4,-2.37,-1.94,-4.02,-65.7,7.1,15.3
900,08/29/2021,11.6,2.7,-16.1,15.7,14.4,9.51,-36.2,17.9,20.1
2500,08/29/2021,14.9,9.82,10.9,22.2,16.3,21.4,-29.9,18.1,19.8
3400,08/29/2021,17.8,9.25,29.1,30.1,15.9,17,-15.5,24.4,32.1
3600,08/29/2021,14.2,7.82,-10.5,21.7,14.5,20.5,-17.6,21.3,26.9
4400,08/29/2021,5.91,-6.03,-37.4,11.1,5.45,27.3,-37.7,16.7,27.4
900,08/30/2021,13.3,5.12,-13.8,19.8,15.5,8.85,-36.7,19.1,21.4
2500,08/30/2021,15.4,9.66,11.9,22.3,16.5,24.3,-27.7,19,21.5
3400,08/30/2021,17.6,8.38,29.5,28.6,13.9,20.8,-13.9,23.1,31.5
3600,08/30/2021,14.5,6.89,-6.38,20.5,13.4,19.4,-15.2,19.8,25
4400,08/30/2021,9.41,-2.29,-28,18.1,5.1,30.2,-32.9,16,26.9
900,08/31/2021,14.6,5.36,-9.63,21.5,15.4,7.9,-33.2,21.2,25
2500,08/31/2021,16.4,8.02,10.3,22.9,15.9,36.2,-24.2,20.5,25.1
3400,08/31/2021,18.5,8.16,30.3,26.8,13.8,24.7,-13.1,22,29.5
3600,08/31/2021,14.9,6.32,-4.71,19.1,12.2,21.6,-14.1,18.1,22.9
4400,08/31/2021,11.9,-5.36,-27.9,15.7,6.58,28.5,-15.5,16.7,26.7
900,09/01/2021,15.3,2.07,-19.8,22.4,18.1,9.45,-31.1,22.3,25.1
2500,09/01/2021,17.6,3.89,-2.61,22.4,18.9,39.5,-21.2,22.1,25.1
3400,09/01/2021,19.4,5.55,21.8,25.9,13.8,28.5,-9.1,21.1,27.8
3600,09/01/2021,16.1,5.79,-8.25,17.4,13.3,24.8,-8.45,17.5,20.8
4400,09/01/2021,16.2,1.32,-38.8,20.3,9.23,36.3,28.8,18.9,28.2
900,09/02/2021,13.7,-1.22,-20,22.1,15.4,8.45,-31,21,24.7
2500,09/02/2021,17.6,2.71,-3.92,21.3,17.8,39.9,-19.3,21,23.9
3400,09/02/2021,17.9,3.13,19.5,23.9,12.3,25.9,-8.42,19.4,25.9
3600,09/02/2021,15.9,3.82,-8.21,15.4,12.2,22.1,-9.07,16.4,19.7
4400,09/02/2021,18.1,-0.923,-37.7,21.5,10.1,44.3,69.7,15.8,21.5
900,09/03/2021,12.4,-3.82,-19.6,22.1,14.8,9.26,-30.8,21.4,25.7
2500,09/03/2021,18.3,2.26,-5.3,22.5,20.1,36.9,-19,23,25.7
3400,09/03/2021,17.9,1.66,17.1,24.1,13.3,23.7,-7.36,19.8,25.9
3600,09/03/2021,17,3.45,-7.45,15.5,12.6,20.5,-9.54,17,20.6
4400,09/03/2021,21.8,-1.89,-15.2,29.2,9.95,8.58,117,18.4,27.1
900,09/04/2021,11,-1.83,-18.9,20.1,14.9,3.97,-31.1,19.1,21.9
2500,09/04/2021,18.1,3.91,-11.3,21.8,21.2,33,-20.7,23.7,26.1
3400,09/04/2021,17.8,2.78,18.1,23.6,13.7,23,-6.87,20.3,26.3
3600,09/04/2021,16.4,2.66,-7.32,14.1,13.1,17.2,-9.77,16.5,19.2
4400,09/04/2021,18.5,-4.67,-14.4,27.6,12,10.7,105,18.7,25.4
900,09/05/2021,11.4,1.14,-20,17.7,15.1,3.68,-32.8,19.1,21.8
2500,09/05/2021,18,6.04,-7.57,21.6,20.7,31.2,-24.3,24.5,28.1
3400,09/05/2021,18.4,4.68,18.2,24.6,15.2,20,-7.28,21.9,28
3600,09/05/2021,16.9,4.65,-6.18,15,14.4,14.7,-9.95,17.8,20.4
4400,09/05/2021,19,-2.19,-17,20.4,14.6,26.1,73.5,19.7,24.5
900,09/06/2021,14.7,10.3,-14.5,18.6,16.2,2.68,-27.1,22.2,26.2
2500,09/06/2021,17.6,2.97,-5.74,12.5,18.2,47.8,-19.6,19.5,20.7
3400,09/06/2021,19.1,-0.0633,16.8,18.4,14.1,28.5,-5.15,18.2,21.9
3600,09/06/2021,17.6,2.36,-5.76,9.56,12.2,24.4,-5.1,15,17.2
4400,09/06/2021,22.3,3.98,-18.7,11.1,6.53,35.4,-28.8,13.6,20.5
900,09/07/2021,9.68,6.08,-23.3,16,20.5,3.3,-35.5,19,18.1
2500,09/07/2021,16.5,10.3,-3.99,19.1,25.6,18.6,-30.9,25.8,25.7
3400,09/07/2021,18.2,11.1,13.7,25.5,18.2,8.54,-9.92,24.4,29.9
3600,09/07/2021,15.6,9.5,-6.49,15.2,18.3,6.51,-13.9,20.4,21.9
4400,09/07/2021,20.1,-8.21,-13.1,14.6,22.7,32.8,114,21.5,19.4
900,09/08/2021,9.58,10.1,-15.4,15.9,19.9,1.21,-35.1,18.9,18.3
2500,09/08/2021,14.8,12.8,6.45,18.9,22,13.6,-35.6,24.8,27.6
3400,09/08/2021,16.7,13.2,15.6,25.2,16.5,4.26,-13.5,24.4,31.5
3600,09/08/2021,14.3,9.58,-2.47,17.5,16,3.64,-19.4,20.7,24.5
4400,09/08/2021,20.4,-13.4,-5.02,12.5,19.4,52.2,108,21.3,21.7
900,09/09/2021,7.54,13.1,-17.7,13.5,19.1,0.833,-36.8,15.8,13.8
2500,09/09/2021,12.6,11.8,6.86,20.9,22,10.2,-40.3,24.5,26.8
3400,09/09/2021,16,15.5,15.1,26,15.9,2.34,-17.2,24.6,32.6
3600,09/09/2021,13.1,12.6,-5.9,17.5,15.9,1.94,-22.7,20.5,24.1
4400,09/09/2021,17.9,-15.9,3.03,22.1,19.6,41.2,49.4,25.7,30.4
900,09/10/2021,9.93,18.2,-13.2,14.4,20.8,3.09,-36.1,15.6,12.4
2500,09/10/2021,10.3,10.8,5.3,18.9,18.2,11.6,-42.3,21.4,24.6
3400,09/10/2021,16.7,17.6,20.7,25.4,14.2,3.98,-17.3,23.9,32.8
3600,09/10/2021,12.3,12.6,-6.51,18.4,15.5,2.62,-21.5,19.5,22.6
4400,09/10/2021,14.8,-13.6,-6.58,16.2,18.6,25.6,21.8,23.2,26.3
900,09/11/2021,10.3,19.3,-16,16.1,21.3,10.8,-35.5,16.1,12.9
2500,09/11/2021,10.3,10.1,7.58,16.8,16.2,16.6,-43.2,19.4,22.7
3400,09/11/2021,16.9,18.3,20,25.8,13.2,4.33,-17.6,23,32.2
3600,09/11/2021,13.4,14.5,-7.72,19.6,15.9,2.86,-21.7,20.3,23.8
4400,09/11/2021,17.2,-12.9,-15.9,15.1,18.8,36,26.9,22.5,24.8
900,09/12/2021,9.75,16,-15.6,14.2,22.8,11.9,-33.8,15.7,11.3
2500,09/12/2021,10.1,10.7,6.73,15.3,18.8,17.9,-36.9,19.7,20.6
3400,09/12/2021,16.7,17.9,19.5,24.8,13.4,6.14,-17.5,22.1,30.2
3600,09/12/2021,13,15.5,-9.19,18,15.6,1.89,-23.2,19.4,22.4
4400,09/12/2021,14.9,-15.7,-7.4,17.3,15.3,39.8,-2.53,21.3,26.9
900,09/13/2021,7.9,14.2,-24.4,10.6,19.2,10.6,-29.9,12.9,8.8
2500,09/13/2021,10.8,8.18,4.57,14.5,17.8,25,-36.3,19,20.2
3400,09/13/2021,16.7,13.5,26.1,23.8,13.2,8.34,-15.9,21.1,28.3
3600,09/13/2021,12.4,11.9,-10.2,17.9,14.5,2.7,-24,17.8,20.4
4400,09/13/2021,18,-13.7,-11,16.2,14,20.6,6.59,22.7,31.6
900,09/14/2021,7.95,11.3,-26.5,10.4,18.5,10,-28.3,13.7,10.6
2500,09/14/2021,10.9,5.63,4.64,15.2,15.6,25.3,-31,17.3,19.1
3400,09/14/2021,15.5,11.4,28.2,22.3,11.6,11.5,-12.8,19.5,26.9
3600,09/14/2021,12.3,10.1,-11.8,19,13.3,10,-21.8,17,20
4400,09/14/2021,14.9,-12.5,21.9,13.8,5.95,7.32,22.6,20.4,38.2
900,09/15/2021,6.28,10.5,-29,8.95,16.6,11.9,-32.1,12.2,9.27
2500,09/15/2021,10.5,5.18,5.8,16.6,14.3,29.2,-30.7,16,17.8
3400,09/15/2021,15.8,11.6,29.5,23.3,11.3,14.1,-12.6,19.4,27
3600,09/15/2021,12.4,10.3,-11.5,17.6,12.5,10.6,-24,15.8,18.6
4400,09/15/2021,12.6,-11.1,47.8,17.6,6.05,-10.1,16.5,21.9,42.7
900,09/16/2021,7.59,10,-19.3,13.5,18.5,11.3,-30.5,15.9,14.2
2500,09/16/2021,11.1,7.33,7.07,18.7,14.1,26.8,-30.5,16.7,19.4
3400,09/16/2021,16.9,13.5,29.7,26.9,12.4,11.5,-12.6,20.9,29
3600,09/16/2021,12.9,11.6,-6.85,20.5,12.7,8.22,-21.7,16.9,20.3
4400,09/16/2021,15.9,-11.3,42,16.4,4.9,-25.7,67.9,24.8,51.6
900,09/17/2021,7.29,11.2,-11.6,14.7,18.2,8.33,-33.2,16.6,15.5
2500,09/17/2021,13.5,8.48,7.99,22.6,16.1,29.8,-30.1,19,22.1
3400,09/17/2021,17.8,12.8,32,29.7,13.4,16,-12.7,22,30.1
3600,09/17/2021,14.1,12.2,-6.05,21.9,12.7,12.7,-20.3,17.7,22
4400,09/17/2021,16.9,-8.08,39,14.3,3.87,-11,64.9,21.3,42.9
900,09/18/2021,7.56,9.71,-9.44,14.3,16.2,6.6,-30.5,16.2,16.1
2500,09/18/2021,14.1,7.25,8.56,26.5,17.6,20,-28.8,21.5,25.8
3400,09/18/2021,18.9,13.2,35.2,31.5,13.6,16,-11.7,22.9,31.6
3600,09/18/2021,14.8,11.9,-3.57,24.6,12.9,13.2,-19.9,18.7,23.5
4400,09/18/2021,16.1,-1.77,52.3,15,4.11,-51.2,80.7,23.7,48
900,09/19/2021,9.22,13.1,-5.47,16.4,15.6,9.42,-31.9,16.8,17.6
2500,09/19/2021,15.3,8,6.49,26,17.3,20.3,-30.3,21,24.9
3400,09/19/2021,19.8,14.2,37.8,32.9,13.2,15.6,-9.82,23.6,33.6
3600,09/19/2021,15.9,10.7,-1.82,25.5,13.9,15.4,-19.1,19.8,24.8
4400,09/19/2021,16.2,0.893,41.3,14.8,6.25,-36.1,123,24.4,45.4
900,09/20/2021,9.97,14.6,13.2,21.4,18.3,0.646,-33.9,19.6,20.3
2500,09/20/2021,14.3,8.13,7.23,24.1,17.7,20.8,-29.9,20.7,23.6
3400,09/20/2021,20.1,14.4,32.3,33.5,13.3,17.3,-8.9,24,34.3
3600,09/20/2021,16.2,10,0.466,24.1,13.6,17.1,-18.7,20.2,25.7
4400,09/20/2021,12.9,-0.385,23.8,15.7,6.92,-11.5,116,19.1,31.9
900,09/21/2021,10.6,14.2,10.8,21,18.6,4.29,-35.6,19.3,19.6
2500,09/21/2021,14.2,8.28,6.93,25.9,19.3,18.7,-31.5,22.4,25.5
3400,09/21/2021,21.1,13.9,34.6,35.1,14.3,19.6,-9.13,25.1,35.3
3600,09/21/2021,16.7,9.47,0.722,25.1,14.5,11.9,-19.4,21.1,26.6
4400,09/21/2021,11.9,-2.09,-1.37,18.4,12.2,-24,122,18.3,24.2
900,09/22/2021,11.2,11.2,12.6,22.1,18.3,5.6,-36.2,20,21.1
2500,09/22/2021,14.4,8.3,8.72,27.6,20.3,16.2,-29.2,24,27.7
3400,09/22/2021,20.5,13,35,35.7,15.3,15.6,-9.38,25.8,35.8
3600,09/22/2021,16.5,8.69,-1.49,27.2,15.5,12,-16,22.4,28.3
4400,09/22/2021,10.7,0.121,-20.3,7.77,7.73,-26.4,106,11.1,14.1
900,09/23/2021,12,11.4,-0.547,20.9,19.1,-0.268,-35.6,19.9,20.4
2500,09/23/2021,15.5,8.77,11.3,28.8,20.9,14.7,-29.8,25.5,30.3
3400,09/23/2021,19.7,11,34.5,32.2,14.6,21.2,-8.38,24.6,34.1
3600,09/23/2021,17.5,8.05,-8.58,26.9,16.2,17,-18.2,23.2,29.1
4400,09/23/2021,12.6,2.77,-20.1,14.6,8.15,-30.3,72.7,14,19.9
900,09/24/2021,12.2,9.43,-9.83,21.9,19.2,-2.46,-33.1,20.6,21.5
2500,09/24/2021,15.5,10.2,9.43,27.4,21.7,12.2,-25.1,26.7,31.8
3400,09/24/2021,19.8,10.6,33.2,32.3,15,17.7,-7.74,25.4,35.1
3600,09/24/2021,17.8,8.71,-9.14,27.5,16.3,16.5,-18.6,23.7,30.1
4400,09/24/2021,7.95,3.21,-19.5,14.1,8.67,-35,36,15.1,21.8
900,09/25/2021,12.9,9.75,-7.18,23.4,19.3,-5.88,-34.5,23.5,26.1
2500,09/25/2021,16.2,12.2,9.77,26,23.7,18.8,-27.7,27.8,32
3400,09/25/2021,19.8,10.8,31.7,30.7,15.6,16.6,-8.61,25.5,34.7
3600,09/25/2021,17.7,8.83,-10.4,26.8,17.3,17.5,-19,24.3,30.2
4400,09/25/2021,7.23,1.43,-15.2,10.6,7.51,50.6,26.1,11.8,16.2
900,09/26/2021,12,7.07,-5.59,24,19.9,-9.25,-31.3,23.8,26.2
2500,09/26/2021,16.3,9.41,12.9,26.7,24.4,17.5,-28.8,28.8,33.3
3400,09/26/2021,19.9,11,32.4,30,17.5,15.6,-8.96,25.9,33.8
3600,09/26/2021,17.4,9.11,-10.3,26.4,17.2,15.3,-20.2,23.7,29
4400,09/26/2021,4.65,-4.17,-26.2,4.95,9.42,-14.5,-7.08,12.2,14.9
900,09/27/2021,10.5,5.63,-9.31,21.8,17.8,-7.61,-30.5,21.4,23.6
2500,09/27/2021,15.1,6.86,15.3,26.3,23.4,15.1,-30.4,28.6,34
3400,09/27/2021,18.7,11.4,33,29.3,17,9.4,-9.37,24.9,32.2
3600,09/27/2021,17,9.89,-12.4,27,16.9,10.5,-19.7,23.2,28.5
4400,09/27/2021,7.91,-5.16,-21.9,12.6,6.19,-40.6,-10,19.9,34.4
900,09/28/2021,10.4,4.99,-7.44,19.8,17.5,-9.44,-31.7,20.3,22
2500,09/28/2021,14.2,6.91,9.24,24.4,22.6,13.5,-31.3,26.6,30.7
3400,09/28/2021,17.7,11.5,28.8,27.1,15.7,7.38,-9.96,24,31.7
3600,09/28/2021,16.2,9.65,-12.5,25.1,15.7,10.6,-19,22.1,27.5
4400,09/28/2021,6.72,-4.89,-21.2,4.75,2.07,-43,-20.7,15.6,29.7
900,09/29/2021,10.4,5.67,-6.44,21.3,18.6,-13.1,-31.6,21.8,23.6
2500,09/29/2021,13.3,7.44,8.12,22.2,21.7,12.3,-34.2,25.2,28.7
3400,09/29/2021,17,10.5,26,26.4,14.6,8.67,-9.7,23.6,32
3600,09/29/2021,15.2,8.37,-11,22.6,15,9.07,-22.1,20.6,25.2
4400,09/29/2021,8.44,-7.29,-18.9,9.72,8.26,-49.6,-16.2,21.3,34.1
900,09/30/2021,9.62,3.28,-6.31,22,17.8,-3.25,-33.1,21.6,24
2500,09/30/2021,13.5,6.4,2.06,19.1,21.6,21.5,-31.5,24.3,27
3400,09/30/2021,17.7,11.3,25.9,27.7,16.1,12.4,-9.5,24.9,33.1
3600,09/30/2021,14.1,8.21,-6.2,19.7,14.6,11.4,-21,19.1,22.7
4400,09/30/2021,5.7,-8.3,-26.9,1.14,6.34,-44,5.53,14.4,21.7
900,10/01/2021,10.3,4.92,-6.65,20.5,19.5,1.36,-29.3,22.3,24.1
2500,10/01/2021,14.9,6.76,-1.16,19.6,21.5,23.2,-32.7,24,26.6
3400,10/01/2021,18.1,12.6,17.6,27.9,15.6,12.8,-9.73,24.8,33.4
3600,10/01/2021,14.4,7.8,-10.4,19.7,15.1,11.1,-18.9,19.6,23.1
4400,10/01/2021,12.2,-9.95,-30.1,8,9.03,-37.8,23.7,18.5,27.3
900,10/02/2021,10.4,6.05,-10.2,20.2,20.4,1.86,-32.5,21.6,22.4
2500,10/02/2021,15.6,5.97,1.43,21.4,21.2,22.1,-31.6,24.5,27.9
3400,10/02/2021,18.6,12.8,17.1,29.6,16,13.1,-10.3,25.6,34.7
3600,10/02/2021,15.5,9.59,-7.83,20,14.6,11.7,-17.4,19.6,23.5
4400,10/02/2021,17.3,-8.45,-32.1,10.2,11.1,-30.3,28.6,21,30.1
900,10/03/2021,11.7,8.14,-13.5,20.9,20.8,4.93,-32.5,22.9,24.3
2500,10/03/2021,15.8,6.82,7.78,22.7,21.7,28.4,-28.9,23.6,25.5
3400,10/03/2021,18.7,13.5,16.7,29.5,15.2,14.9,-11.7,25.4,35.2
3600,10/03/2021,15.5,11,-7.92,20.4,14.1,13.9,-14.1,20.1,25.1
4400,10/03/2021,14.5,-8.78,-20.3,10.4,-6.48,-15.4,70.1,9.53,27.2
900,10/04/2021,13.7,7.63,-12.7,22.2,22.5,9.55,-34.1,24.5,25.8
2500,10/04/2021,17.1,6.98,5.94,25.5,22.3,25.7,-23.9,24.3,26.2
3400,10/04/2021,20.4,14,17.7,29.6,16,21.3,-10.7,26.3,36
3600,10/04/2021,17.1,11.1,-6.17,20.3,14.8,15.7,-13.2,20.9,25.9
4400,10/04/2021,13.2,-10.9,-13,-1.52,-4.51,-15.8,74.1,2.54,9.77
900,10/05/2021,12.9,6.74,-10.6,21.8,22.4,9.18,-30.9,24.1,25.3
2500,10/05/2021,18.7,6.28,9.23,23.3,24.4,32,-22.8,26.2,27.7
3400,10/05/2021,21.3,13.8,19.4,29.6,17,21.6,-7.02,26.9,36.2
3600,10/05/2021,18.3,10.8,-5.48,21.1,16.2,17.7,-11.7,22.1,26.9
4400,10/05/2021,13.5,-10.6,-22.3,0.724,-2.88,-3.8,69.7,4.37,11.8
900,10/06/2021,13.7,6.68,-10.1,21.8,23.5,7.42,-25.2,24.2,24.6
2500,10/06/2021,19.5,5.7,10.3,23.5,25.3,33.8,-22.6,28,30.4
3400,10/06/2021,22.7,14.9,21.9,30.9,18.2,22.7,-5.67,27.8,36.9
3600,10/06/2021,19,11.6,-5.59,21.3,17.1,19.8,-8.33,22.8,27.4
4400,10/06/2021,13.6,-8.64,-20.1,-1.38,-4.85,56.1,68.7,2.11,9.44
900,10/07/2021,13.9,9.49,-8.74,18.3,23,7.6,-27.7,23.3,23.4
2500,10/07/2021,18.8,4.15,12.3,23.6,25.2,31.6,-23.6,27,28.3
3400,10/07/2021,22.3,14.9,22.9,31.5,17.5,17,-5.81,27.5,37
3600,10/07/2021,19,11.4,-7.2,21.8,16.2,17.9,-8.01,22.5,27.5
4400,10/07/2021,12,-14.4,-7.42,5.81,-2.23,75.9,14.8,5.68,14
900,10/08/2021,14.2,11.2,-5.2,16.4,22.2,6.71,-27.7,22.7,23
2500,10/08/2021,17.9,3.67,24.5,23.4,25.3,27.3,-24.3,26.1,26.5
3400,10/08/2021,22.5,15,36.1,31.2,17.2,16.6,-4.16,27.1,36.3
3600,10/08/2021,19.1,12.1,1.16,21.1,15.4,19.1,-7.65,21.9,27.2
4400,10/08/2021,10.9,-16.7,5.54,-11.6,-3.64,81.3,23.3,6.26,15.7
